step,wall_time,episode_return,ma_return,qos_prob,qos_lambda,sum_rate_mean,rate_common_mean,qos_violation_l1_mean,qos_violation_l2_mean,h_eff_abs_mean_mean,h_eff_abs_R_mean,h_eff_abs_T_mean,phase_entropy_R_mean,phase_entropy_T_mean,phase_var_R_mean,phase_var_T_mean,beta_r_mean_mean,common_power_frac_mean,total_power_W_mean,reward_sr_mean,reward_qos_mean,reward_pwr_mean,qos_satisfied_mean,reward_mean,act_mean,act_std,act_abs_max,act_sat_frac,eval_return_mean,eval_return_std,eval_sum_rate_mean,eval_sum_rate_std,eval_qos_prob,eval_qos_prob_std,eval_rate_common_mean,eval_h_eff_abs_T_mean,eval_phase_entropy_T_mean,eval_common_power_frac_mean,eval_latency_ms_mean,eval_latency_ms_std,critic_loss,critic_gradnorm,actor_loss,actor_gradnorm
5,0.285,1.9201908250125017,2.056557249298479,0.04,1.1940522965290001,2.2248234478782463,0.26847966656969735,0.26900369360751314,0.04987913913450614,2.641042184120078e-05,3.281207576388712e-05,7.205460073141788e-06,2.507065445366814,2.5064607072450933,2.7596894064233197,3.5835527388729673,0.4968298125267029,0.15597857220098377,0.9999999969638884,0.016686175859086848,-0.005782359284703551,-7.41332769393921e-11,0.04,0.03840381650025002,,,,,,,,,,,,,,,,,,,,
5,0.29,,,,,,,,,,,,,,,,,,,,,,,,0.01595994671806693,0.5834593415260315,0.9929787397384644,0.05714285714285715,,,,,,,,,,,,,,,,
6,0.325,1.992233546702577,2.047368148927636,0.04,1.2298738654248702,2.226867481630294,0.27707111202721835,0.2561712750367135,0.046956361465380674,3.807279957446493e-05,4.851538522519429e-05,6.745042622276832e-06,2.4787693417525913,2.4741134409325505,3.8590757232195734,3.1103989903118254,0.48491080701351164,0.17007249392569065,0.9999999865330755,0.016701506112227208,-0.005606835124438364,-5.3737312555313124e-11,0.04,0.039844670934051536,,,,,,,,,,,,,,,,,,,,
6,0.33,,,,,,,,,,,,,,,,,,,,,,,,-0.04334962784778327,0.5719967722892761,0.9971390128135681,0.05333333333333333,,,,,,,,,,,,,,,,
7,0.364,1.912614486001706,2.0305239410618947,0.06,1.2667700813876164,2.335549877193878,0.3628494367761409,0.26444034032960095,0.04686931262405076,2.9016473680552178e-05,3.651468192179491e-05,6.521848956824025e-06,2.5144419742195394,2.504380566335808,2.9694625311834586,2.9404403366429115,0.5043361109495162,0.21148506430909036,1.0000000019371509,0.017516624078954088,-0.005764334268674797,-9.024515748023987e-11,0.06,0.03825228972003413,,,,,,,,,,,,,,,,,,,,
7,0.37,,,,,,,,,,,,,,,,,,,,,,,,-0.017626066133379935,0.5822170495986938,0.9909720063209534,0.05142857142857142,,,,,,,,,,,,,,,,
8,0.403,1.9564899198522423,2.0222979387052664,0.08,1.304773183829245,2.325885631419667,0.3305706896413109,0.2611284461732996,0.047872489546398056,2.233931777449531e-05,2.7753554117961944e-05,6.0966087440953985e-06,2.521005224393664,2.525406099171451,3.4522652618414265,2.9503113657143825,0.49937965989112854,0.19211324367672206,0.9999999999627471,0.017444142235647508,-0.006064343747891846,-9.071081876754762e-11,0.08,0.039129798397044835,,,,,,,,,,,,,,,,,,,,
8,0.408,,,,,,,,,,,,,,,,,,,,,,,,-0.030355974053964018,0.5828781843185424,0.9960269093513489,0.06285714285714286,,,,,,,,,,,,,,,,
9,0.443,2.1177743852793993,2.03184558336268,0.12,1.3439163793441222,2.3201464450693945,0.3895781484082373,0.23475633392531547,0.04441852913022957,3.9017720694269754e-05,4.9783784458619076e-05,6.719529401221794e-06,2.4833133127957376,2.51216640323398,3.3340614795170103,2.880109811704794,0.4957567471265793,0.2163257136195898,0.9999999960325658,0.01740109833802046,-0.005795610567426169,-6.50063157081604e-11,0.12,0.042355487705587974,,,,,,,,,,,,,,,,,,,,
9,0.448,,,,,,,,,,,,,,,,,,,,,,,,0.017236403189599514,0.5658316016197205,0.9885753393173218,0.04380952380952381,,,,,,,,,,,,,,,,
10,0.482,2.2194316776353205,2.0488988646601927,0.12,1.384233870724446,2.3625941262969516,0.4162611730860251,0.22223629337178089,0.04338679410770665,4.234287787697163e-05,5.385240254611099e-05,7.814303869553553e-06,2.5187850291779257,2.502960210613556,3.464294893441545,3.337981044912802,0.4976220327615738,0.23526287987828254,0.9999999936297536,0.01771945594722714,-0.005830822324857803,-6.96629285812378e-11,0.12,0.04438863355270641,,,,,,,,,,,,,,,,,,,,
10,0.487,,,,,,,,,,,,,,,,,,,,,,,,0.04448569677770138,0.5709341287612915,0.9912595748901367,0.04571428571428572,,,,,,,,,,,,,,,,
11,0.528,2.011773948243258,2.0458051216254485,0.08,1.4257608868461793,2.283899898516418,0.35873186327101825,0.23471030405139415,0.04077179661724057,2.25236619698467e-05,2.76046112060047e-05,7.280814261372693e-06,2.5079576313375944,2.5224056197152676,3.166770829146755,3.234868140782147,0.5114480966329574,0.21267082143574953,1.0000000024214386,0.017129249238873132,-0.005643770184787279,-8.922070264816286e-11,0.08,0.04023547896486515,,,,,,,,,,,,,,,,,,,,
11,0.531,,,,,,,,,,,,,,,,,,,,,,,,-0.002266905177384615,0.5741980314254761,0.9924706935882568,0.04380952380952381,,,,,,,,,,,,,,,,
12,0.564,1.9036122855763835,2.034867211160136,0.06,1.4685337134515648,2.2519750285289004,0.317495621317108,0.251894064626047,0.04606359305595746,3.0316015315557778e-05,3.8288075267222634e-05,6.399835460563215e-06,2.511732842438634,2.477881142545115,3.267318167364055,3.571787539295016,0.4873163366317749,0.18464660175144673,1.0000000003725291,0.016889812713966754,-0.006567566928678343,-7.37607479095459e-11,0.06,0.03807224571152767,,,,,,,,,,,,,,,,,,,,
12,0.57,,,,,,,,,,,,,,,,,,,,,,,,0.00980491442605853,0.5853681802749634,0.9947627663612366,0.049523809523809526,,,,,,,,,,,,,,,,
13,0.604,2.0625240495464525,2.0368426996163014,0.08,1.512589724855112,2.353470487508928,0.4110047816200588,0.2248511052138879,0.04188223615521993,2.0725643092924544e-05,2.5042558884629824e-05,7.774895717808712e-06,2.5111437828622956,2.472504686624817,3.2445992789052354,2.5719760402269976,0.502495094537735,0.22379131400957702,1.0000000008381904,0.01765102865631697,-0.006150547578868051,-8.651986718177796e-11,0.08,0.04125048099092905,,,,,,,,,,,,,,,,,,,,
13,0.61,,,,,,,,,,,,,,,,,,,,,,,,0.041420121863484385,0.5773983240127564,0.9949690341949463,0.05333333333333333,,,,,,,,,,,,,,,,
14,0.643,2.0206832263845356,2.03576540140085,0.06,1.5579674166007653,2.257696439207335,0.35458176147486353,0.22017589345741875,0.039793068656035525,2.9096368183833408e-05,3.639746007744814e-05,7.193092502989208e-06,2.511624550370555,2.5107143083919166,3.33924280492347,3.4522626465995345,0.4946252703666687,0.2009395645558834,0.9999999965541064,0.01693272329405502,-0.006019058676957334,-8.940696716308594e-11,0.06,0.04041366452769071,,,,,,,,,,,,,,,,,,,,
14,0.649,,,,,,,,,,,,,,,,,,,,,,,,0.005688385991379619,0.5959074258804321,0.994305956363678,0.05904761904761905,,,,,,,,,,,,,,,,
15,0.683,2.011430629966138,2.0342444781861806,0.08,1.6047064390987884,2.1977128099433862,0.29907739513783066,0.24283333047674271,0.046562163870979376,1.4447409040552747e-05,1.7118918282172867e-05,6.4328813156924e-06,2.4874073568831623,2.5203278997369996,3.317815440887764,3.562751613608656,0.4969338709115982,0.1827790216356516,0.9999999897740781,0.0164828460745754,-0.007254233415741123,-5.951151251792909e-11,0.08,0.04022861259932276,,,,,,,,,,,,,,,,,,,,
15,0.687,,,,,,,,,,,,,,,,,,,,,,,,0.00422642407938838,0.5850656509399415,0.9897027134895324,0.04380952380952381,,,,,,,,,,,,,,,,
16,0.722,1.9063507512585183,2.0267213177786707,0.12,1.652847632271752,2.260444225515325,0.31353853316361224,0.25980886603855563,0.04721310012241684,3.096836558716295e-05,3.935400594992298e-05,5.811444498882887e-06,2.501109387219986,2.510902090877508,2.9632554458202494,3.3602221057759083,0.48211689174175265,0.18014065582305194,1.0000000054575502,0.01695333169136494,-0.007576316577625809,-8.856877684593202e-11,0.12,0.03812701502517036,,,,,,,,,,,,,,,,,,,,
16,0.727,,,,,,,,,,,,,,,,,,,,,,,,0.0008505956269800663,0.5711200714111329,0.9967451572418213,0.05714285714285714,,,,,,,,,,,,,,,,
17,0.761,2.008974825886157,2.02573540156242,0.08,1.7024330612399046,2.4205737897538047,0.45347643894560474,0.24115665862206265,0.04371126932842825,3.1130784177953545e-05,3.842994904098894e-05,9.233289588847342e-06,2.487850848098001,2.502830109845158,2.7153268716769263,3.0300641670935344,0.4955385172367096,0.24130111306905747,1.0000000080280005,0.01815430342315354,-0.007224806801308547,-1.0412186384201053e-10,0.08,0.04017949651772313,,,,,,,,,,,,,,,,,,,,
17,0.766,,,,,,,,,,,,,,,,,,,,,,,,0.0408472731243819,0.5646544814109802,0.986667001247406,0.04952380952380952,,,,,,,,,,,,,,,,
18,0.8,1.9954674443349418,2.0241423511820265,0.08,1.7535060530771018,2.218140101295431,0.2988288564148994,0.2279421170214812,0.042449256551517066,1.8106062972791375e-05,2.1633749757159065e-05,7.523002619688304e-06,2.5131284162481817,2.4914491288187786,3.1250164791541395,3.204962418018196,0.4958745402097702,0.18201031357049943,0.999999998100102,0.016636050759715734,-0.007226701777835727,-9.518116712570193e-11,0.08,0.03990934888669884,,,,,,,,,,,,,,,,,,,,
18,0.805,,,,,,,,,,,,,,,,,,,,,,,,0.010104767512530088,0.5823211789131164,0.9938908696174622,0.05333333333333333,,,,,,,,,,,,,,,,
19,0.838,2.0031164563204684,2.0230910564389486,0.12,1.806111234669415,2.3175774957842314,0.40271379696813303,0.23428812499526233,0.046019242383681595,3.0053782127975505e-05,3.772820272954168e-05,7.0305203232769925e-06,2.496221180249862,2.4697562066739627,3.421782279521249,2.4563458574355157,0.4986848658323288,0.2267645014449954,0.9999999925866723,0.017381831218381737,-0.0080695020077808,-8.419156074523927e-11,0.12,0.04006232912640938,,,,,,,,,,,,,,,,,,,,
19,0.844,,,,,,,,,,,,,,,,,,,,,,,,-0.026994041353464126,0.5807985544204712,0.9931764721870422,0.05142857142857142,,,,,,,,,,,,,,,,
20,0.879,1.8970224122982988,2.0149862305142694,0.1,1.8602945717094976,2.2864979618675707,0.33393977711648615,0.2438375448539476,0.04406310222002634,2.3117698198199017e-05,2.8748950636198442e-05,6.223940884200743e-06,2.503194655227273,2.4915443307562324,3.039666963412504,3.206238526303098,0.49610138952732086,0.19535162122920155,0.9999999969825148,0.017148734714006776,-0.007958286395397642,-7.264316082000734e-11,0.1,0.03794044824596598,,,,,,,,,,,,,,,,,,,,
20,0.884,,,,,,,,,,,,,,,,,,,,,,,,-0.02696775272488594,0.5743497490882874,0.9959641814231872,0.04380952380952381,,,,,,,,,,,,,,,,
21,0.918,1.8531940657022052,2.0064375178455287,0.08,1.9161034088607827,2.2101364329158444,0.30366025206770053,0.2493330883775553,0.044413083787540476,1.5276759168243017e-05,1.7773376644762444e-05,7.786906738684746e-06,2.513300543306953,2.50622840109501,3.1457539311642653,2.90627954952542,0.5019687533378601,0.17586292980238796,0.999999992530793,0.016576023246868833,-0.008262141868284063,-6.454065442085267e-11,0.08,0.03706388131404412,,,,,,,,,,,,,,,,,,,,
21,0.922,,,,,,,,,,,,,,,,,,,,,,,,0.028720324113965034,0.5849017024040222,0.9903789162635803,0.049523809523809526,,,,,,,,,,,,,,,,
22,0.957,1.9130161384764335,2.0019710118996845,0.08,1.9735865111266062,2.162207217499295,0.28187515005525177,0.22621509926463176,0.041522974439852096,5.004892141958728e-05,6.435245515840119e-05,7.138320203145629e-06,2.519673533971348,2.4838145852894327,3.259031678933571,3.647837862601703,0.49996616184711457,0.17399625547230244,0.9999999970383943,0.016216554131244714,-0.007956231287023975,-7.469207048416138e-11,0.08,0.038260322769528676,,,,,,,,,,,,,,,,,,,,
22,0.962,,,,,,,,,,,,,,,,,,,,,,,,0.01487463377416134,0.5655210852622986,0.9913857936859131,0.049523809523809526,,,,,,,,,,,,,,,,
23,0.995,2.0859547929953868,1.996838689819025,0.12,2.0327941064604045,2.3370615052171315,0.43039941941318716,0.2139781738210598,0.03956687633509206,3.0712459496718906e-05,3.820380125436626e-05,8.238434223776855e-06,2.504882765443337,2.4959228522489134,3.343287397301688,2.7801380503285174,0.4974319010972977,0.23032443271949887,0.9999999996088446,0.017527961289128483,-0.007808865342235221,-8.698552846908569e-11,0.12,0.04171909585990773,,,,,,,,,,,,,,,,,,,,
23,1.0,,,,,,,,,,,,,,,,,,,,,,,,-0.008857146836817265,0.5692227244377136,0.9816830396652222,0.03047619047619048,,,,,,,,,,,,,,,,
24,1.032,1.8683163984936004,1.9830086132983262,0.08,2.0937779296542165,2.2830203015989783,0.3829917227084796,0.23574972351001855,0.04307531285764196,3.8722750782573806e-05,4.9642378211019425e-05,5.9638684972369585e-06,2.495151119094421,2.509133540511534,2.961819249934838,3.2973837103226917,0.5105602043867111,0.2054850759729743,1.0000000036880374,0.017122652261992343,-0.008756324211095267,-8.102506399154664e-11,0.08,0.03736632796987202,,,,,,,,,,,,,,,,,,,,
24,1.041,,,,,,,,,,,,,,,,,,,,,,,,0.011209693178534508,0.5915251851081849,0.9908487439155579,0.05142857142857142,,,,,,,,,,,,,,,,
25,1.075,1.8570171406341913,1.9798499290794105,0.14,2.1565912675438432,2.3191314575538637,0.3690841304194721,0.2419528673020104,0.04419352650810633,4.013823219177112e-05,5.1308333480515863e-05,6.627928325536928e-06,2.5178644467041873,2.496363966001277,3.641670073100707,3.4583400250813474,0.514273151755333,0.210968099758029,0.9999999999813736,0.017393485931653983,-0.00925314304362616,-7.534399628639222e-11,0.14,0.03714034281268383,,,,,,,,,,,,,,,,,,,,
25,1.08,,,,,,,,,,,,,,,,,,,,,,,,0.014737864211201667,0.5774905800819397,0.9912168145179748,0.05142857142857142,,,,,,,,,,,,,,,,
26,1.113,1.9772085457982511,1.9790986790341942,0.08,2.2212890055701586,2.260875403593464,0.3783700453902169,0.22234297808573014,0.040167066811585016,2.593382912322208e-05,3.2064677322488606e-05,7.5412845254224905e-06,2.4957238510509288,2.492234550013223,3.6707046470201647,3.4565901944725765,0.5069939994812012,0.2160061042010784,0.9999999869056047,0.01695656552695098,-0.008662394552871436,-5.8114528656005876e-11,0.08,0.039544170915965016,,,,,,,,,,,,,,,,,,,,
26,1.118,,,,,,,,,,,,,,,,,,,,,,,,-0.005679822526872158,0.5816137909889221,0.9972740650177002,0.05523809523809524,,,,,,,,,,,,,,,,
27,1.152,1.764251160393258,1.9716805127537718,0.02,2.2879276757372633,2.3405586847979665,0.346594937730726,0.2583721014435553,0.049607083132690015,2.1873311620477712e-05,2.5916282769173244e-05,9.744398174391111e-06,2.5040626599632567,2.5146961171165008,2.859167869453508,2.597512501844766,0.5016023510694504,0.1905398034490645,1.0000000032037497,0.017554190135984745,-0.011019166836104918,-9.201467037200929e-11,0.02,0.035285023207865154,,,,,,,,,,,,,,,,,,,,
27,1.157,,,,,,,,,,,,,,,,,,,,,,,,-0.030646225064992906,0.5805952668190002,0.9874683141708374,0.05333333333333333,,,,,,,,,,,,,,,,
28,1.191,1.7576800248527282,1.9617400180037958,0.08,2.3565655060093813,2.256350755215113,0.2815835102301046,0.2488246505031015,0.04706892712613784,3.0462538983905644e-05,3.75463257475937e-05,9.211178692841484e-06,2.4849157743927934,2.499172887160847,2.6117642709244753,2.7234165392556147,0.4990894538164139,0.1676809159293771,0.9999999897554517,0.01692263066411335,-0.010769030103915118,-6.314367055892946e-11,0.08,0.035153600497054564,,,,,,,,,,,,,,,,,,,,
28,1.196,,,,,,,,,,,,,,,,,,,,,,,,-0.043695542775094506,0.5809313058853149,0.9874922394752502,0.047619047619047616,,,,,,,,,,,,,,,,
29,1.23,1.8673022878037395,1.949216413130013,0.14,2.4272624711896627,2.277147472904085,0.39046908172150735,0.22519098703732074,0.04129976527259529,2.2315469662990694e-05,2.750414940981382e-05,6.749430422521338e-06,2.52323729296223,2.49607019739498,3.225264194198512,3.2634796170788145,0.5000927811861038,0.220825835801661,0.9999999961256981,0.01707860604678064,-0.00973256022476822,-6.593763828277587e-11,0.14,0.03734604575607479,,,,,,,,,,,,,,,,,,,,
29,1.234,,,,,,,,,,,,,,,,,,,,,,,,-0.01354678487405181,0.5519819378852844,0.9911648273468018,0.03619047619047619,,,,,,,,,,,,,,,,
30,1.27,1.8742820284095627,1.9319589306687253,0.1,2.5000803453253524,2.403212129104676,0.41821747225763173,0.236919856507834,0.04135708628181203,3.303332191027747e-05,4.0940502688701155e-05,9.311779575006406e-06,2.5232246079792127,2.4953770560907262,3.0481789225507208,2.8155527840607006,0.5008798599243164,0.22386641297489404,0.9999999887496233,0.018024090968285073,-0.010038450344959517,-5.5134296417236343e-11,0.1,0.03748564056819125,,,,,,,,,,,,,,,,,,,,
30,1.275,,,,,,,,,,,,,,,,,,,,,,,,0.022583142016083003,0.5690535306930542,0.9919915914535522,0.0419047619047619,,,,,,,,,,,,,,,,
31,1.309,1.761296807805459,1.919435073646835,0.06,2.5750827556851132,2.2439328261681997,0.3373738382926665,0.24342174935665736,0.04641274813151521,1.4513815325015391e-05,1.717079928291256e-05,6.542863451323882e-06,2.5101633367391876,2.4838411489147028,3.0860280910270372,3.3100687524146934,0.5012574970722199,0.1973327424377203,1.0000000059232115,0.016829496196261496,-0.011603559937613717,-1.025386154651642e-10,0.06,0.03522593615610917,,,,,,,,,,,,,,,,,,,,
31,1.315,,,,,,,,,,,,,,,,,,,,,,,,0.00526067465543747,0.5778361320495605,0.9869338393211364,0.04,,,,,,,,,,,,,,,,
32,1.349,1.6967549784227587,1.9090922082891542,0.08,2.6523352383556666,2.2384369083606037,0.30595521544213766,0.2509307859391789,0.04700111928915105,3.268825403284937e-05,4.078520260171519e-05,8.397408326251898e-06,2.4883639273574203,2.46803153582603,3.549567171843255,2.54825451031763,0.47829796731472013,0.18138086030259729,0.9999999977275729,0.016788276812704526,-0.012103177177939184,-6.631016731262208e-11,0.08,0.033935099568455175,,,,,,,,,,,,,,,,,,,,
32,1.354,,,,,,,,,,,,,,,,,,,,,,,,-0.020317751727998257,0.5706069111824036,0.9911750316619873,0.043809523809523805,,,,,,,,,,,,,,,,
33,1.389,1.5964461439475692,1.88578831300921,0.06,2.7319052955063365,2.403676791763505,0.34754892502336504,0.26550188606346303,0.049385359631416145,3.4764780265724666e-05,4.3420769350108734e-05,8.796813012572475e-06,2.505306013790144,2.5076620579001694,3.484626850974779,3.2785562515585154,0.493158558011055,0.19994950402528047,0.9999999981373549,0.018027575938226285,-0.013098652960927245,-9.834766387939456e-11,0.06,0.03192892287895138,,,,,,,,,,,,,,,,,,,,
33,1.395,,,,,,,,,,,,,,,,,,,,,,,,-0.008240823191590608,0.5678529858589172,0.9762270450592041,0.04,,,,,,,,,,,,,,,,
34,1.428,1.7273939881717617,1.8711238510985713,0.08,2.8138624543715265,2.2850778246005077,0.3686788539549981,0.24290051375898947,0.0460857990137948,3.743154188041096e-05,4.764300382385125e-05,6.797156050090091e-06,2.4946840578166776,2.5123926507442293,3.3197854164710776,3.1731228407602754,0.4956452429294586,0.20975992660969495,1.0000000054202973,0.017138083684503806,-0.012590203837342676,-8.372589945793153e-11,0.08,0.03454787976343523,,,,,,,,,,,,,,,,,,,,
34,1.433,,,,,,,,,,,,,,,,,,,,,,,,0.027938049659132956,0.5712738752365112,0.9902896165847779,0.06095238095238096,,,,,,,,,,,,,,,,
35,1.467,1.4972670026181507,1.845415669731172,0.04,2.8982783280026725,2.4087627981605104,0.3553779646804698,0.27489636047799665,0.05195840628731156,3.210339132958517e-05,4.0163428416069976e-05,7.923280070130753e-06,2.5108509639883954,2.4928159570708806,3.140695251690975,3.526434076551933,0.49481067776679993,0.19867683041840792,0.9999999923817814,0.018065720986203827,-0.01462038086408475,-6.975606083869935e-11,0.04,0.029945340052363018,,,,,,,,,,,,,,,,,,,,
35,1.472,,,,,,,,,,,,,,,,,,,,,,,,0.0066423887386918064,0.5616505980491638,0.9902903318405152,0.0419047619047619,,,,,,,,,,,,,,,,
36,1.507,1.5503427601674988,1.827615270176621,0.06,2.9852266778427525,2.2642965945270506,0.313410068201472,0.26296995173871546,0.05080729838151851,2.8011573805625146e-05,3.534131449956988e-05,6.022351723790971e-06,2.4600718385530613,2.494193593959769,3.3621636680465894,3.4609876929648835,0.5001507192850113,0.1811759421043098,0.9999999956041574,0.01698222445895288,-0.014725369180352037,-7.525086402893069e-11,0.06,0.031006855203349983,,,,,,,,,,,,,,,,,,,,
36,1.512,,,,,,,,,,,,,,,,,,,,,,,,0.0026889891363680364,0.5733319401741028,0.9919553279876709,0.05142857142857142,,,,,,,,,,,,,,,,
37,1.546,1.7434709560821038,1.8143400766864182,0.08,3.074783478178035,2.3600493101539666,0.4121864170355563,0.226337813266683,0.045493867237842905,2.5921379726502884e-05,3.243379498292768e-05,6.384133957228462e-06,2.5010416040065335,2.5269347904303245,3.286747103786674,3.3574527845383284,0.49344403862953184,0.22721679717302323,0.9999999979138374,0.017700369826154753,-0.013580950615664498,-8.884817361831666e-11,0.08,0.03486941912164208,,,,,,,,,,,,,,,,,,,,
37,1.551,,,,,,,,,,,,,,,,,,,,,,,,0.016760444082319737,0.5860718250274658,0.990657365322113,0.049523809523809526,,,,,,,,,,,,,,,,
38,1.586,1.6365567683706554,1.7963945428882038,0.04,3.1670269825233763,2.249227118258277,0.2776934726550628,0.23532387863136922,0.043541498222479665,4.123908433534228e-05,5.2824775134769414e-05,6.482011937060904e-06,2.454453285500367,2.5119942277786693,2.4792490488633367,3.1911610229166985,0.4947652488946915,0.16563773615285754,1.0000000013411046,0.016869203386937075,-0.013388067934959877,-8.456408977508547e-11,0.04,0.032731135367413115,,,,,,,,,,,,,,,,,,,,
38,1.59,,,,,,,,,,,,,,,,,,,,,,,,-0.011469811294227838,0.5781028032302856,0.9941193103790283,0.05904761904761905,,,,,,,,,,,,,,,,
39,1.624,1.5176703703455083,1.7721222385894557,0.06,3.2620377919990777,2.24823244816546,0.33909160818328593,0.2601203666924182,0.048968120395393264,3.66578503844998e-05,4.711100977816543e-05,5.29837220350291e-06,2.5214302775715987,2.503521379731179,3.282584482092605,3.113538249066809,0.5077357429265976,0.1927425095438957,1.0000000020489097,0.016861743361240952,-0.015508335857566374,-9.676441550254822e-11,0.06,0.03035340740691016,,,,,,,,,,,,,,,,,,,,
39,1.628,,,,,,,,,,,,,,,,,,,,,,,,0.03533612117171288,0.5826370239257812,0.9900878071784973,0.03428571428571429,,,,,,,,,,,,,,,,
40,1.663,1.845806784384103,1.7695614571937461,0.06,3.35989892575905,2.36574218254539,0.41772954904189186,0.2002213916364599,0.03472348054978894,4.008438627512192e-05,5.0606459638260615e-05,8.518166185705868e-06,2.524165117879042,2.4996829728579,3.176190418900744,3.1532539929425387,0.5015114271640777,0.2298417965322733,1.0000000033713876,0.017743066369090427,-0.011326930582315643,-9.909272193908693e-11,0.06,0.03691613568768207,,,,,,,,,,,,,,,,,,,,
40,1.667,,,,,,,,,,,,,,,,,,,,,,,,-0.0069591481238603595,0.5775629162788392,0.9988040804862977,0.05523809523809524,,,,,,,,,,,,,,,,
41,1.701,1.4608229708166083,1.7499429024494664,0.08,3.4606958935318217,2.3117218041324845,0.2764552344044324,0.26202397354880314,0.04872603130123958,5.7974572341214764e-05,7.43676158830793e-05,8.795441715621177e-06,2.5184476866395333,2.493951901974981,3.022814589466461,3.57180491442148,0.5039257925748825,0.16334124252200127,1.0000000037811696,0.017337913530993634,-0.01637145402255367,-9.210780262947085e-11,0.08,0.029216459416332167,,,,,,,,,,,,,,,,,,,,
41,1.707,,,,,,,,,,,,,,,,,,,,,,,,0.011403785273432731,0.576348078250885,0.9903022646903992,0.04952380952380952,,,,,,,,,,,,,,,,
