step,wall_time,episode_return,ma_return,qos_prob,qos_lambda,sum_rate_mean,rate_common_mean,qos_violation_l1_mean,qos_violation_l2_mean,h_eff_abs_mean_mean,h_eff_abs_R_mean,h_eff_abs_T_mean,phase_entropy_R_mean,phase_entropy_T_mean,phase_var_R_mean,phase_var_T_mean,beta_r_mean_mean,common_power_frac_mean,total_power_W_mean,reward_sr_mean,reward_qos_mean,reward_pwr_mean,qos_satisfied_mean,reward_mean,act_mean,act_std,act_abs_max,act_sat_frac,eval_return_mean,eval_return_std,eval_sum_rate_mean,eval_sum_rate_std,eval_qos_prob,eval_qos_prob_std,eval_rate_common_mean,eval_h_eff_abs_T_mean,eval_phase_entropy_T_mean,eval_common_power_frac_mean,eval_latency_ms_mean,eval_latency_ms_std,critic_loss,critic_gradnorm,actor_loss,actor_gradnorm
5,0.271,,,,,,,,,,,,,,,,,,,,,,,,0.029498549923300744,0.5777949571609498,0.9824387788772583,0.0419047619047619,,,,,,,,,,,,,,,,
6,0.31,2.1170158352784805,1.9956375519449066,0.06,1.2298738654248702,2.345866786102588,0.42591992863648626,0.22098482948548928,0.037717645218968754,4.4635169939319055e-05,5.80503547940212e-05,4.389615375212642e-06,2.5191704517185274,2.506870081877645,3.7485325599366606,3.2267039590867808,0.5035661053657532,0.2577850438281894,1.0000000038556756,0.017594000895769412,-0.00450368408933757,-1.0086223483085634e-10,0.06,0.04234031670556961,,,,,,,,,,,,,,,,,,,,
6,0.315,,,,,,,,,,,,,,,,,,,,,,,,-0.007238375442102552,0.5684363961219787,0.9832940816879272,0.051428571428571435,,,,,,,,,,,,,,,,
7,0.355,2.00487815453291,1.9967926272684071,0.06,1.2667700813876164,2.2167840946026636,0.3356997324209188,0.25428227470937226,0.04698300947509698,3.659051067647875e-05,4.735434386370349e-05,4.299011114804521e-06,2.507880800849941,2.478139462807682,2.878857910998828,2.712886308522858,0.5020267939567566,0.2050294309668243,0.9999999875202775,0.016625880709519977,-0.005778317547243084,-7.161870598793031e-11,0.06,0.040097563090658185,,,,,,,,,,,,,,,,,,,,
7,0.355,,,,,,,,,,,,,,,,,,,,,,,,-0.008448554342612625,0.5708540678024292,0.9930808424949646,0.0419047619047619,,,,,,,,,,,,,,,,
8,0.392,1.9870811653068499,1.9957135759393454,0.04,1.304773183829245,2.2827871176893297,0.3994521104362554,0.2366446394813133,0.04246453302340655,5.544166499771713e-05,7.253020428962786e-05,4.176047121985003e-06,2.5111701790038263,2.4978296289716497,3.1873618272377535,3.4721030468985417,0.5031345003843307,0.24955956108868121,0.9999999941326678,0.017120903382669975,-0.005379279995414785,-8.111819624900819e-11,0.04,0.039741623306136994,,,,,,,,,,,,,,,,,,,,
8,0.398,,,,,,,,,,,,,,,,,,,,,,,,-0.030364712048321963,0.5646542429924011,0.9937136888504028,0.05142857142857142,,,,,,,,,,,,,,,,
9,0.435,1.9654832647277722,1.992690544818188,0.04,1.3439163793441222,2.1534939031250255,0.28334877899174993,0.2530088817405327,0.0466865734232178,3.5734410498443655e-05,4.614809076646569e-05,4.493369694377516e-06,2.471723829753023,2.5247647239747626,2.780699692640164,3.469755551604944,0.4983757448196411,0.1749317598156631,0.999999996945262,0.01615120427343769,-0.006091538904748971,-7.41332769393921e-11,0.04,0.03930966529455544,,,,,,,,,,,,,,,,,,,,
9,0.437,,,,,,,,,,,,,,,,,,,,,,,,0.02207043319940567,0.590767502784729,0.9851314425468445,0.047619047619047616,,,,,,,,,,,,,,,,
10,0.473,1.9280512089516366,1.9868142415575925,0.04,1.384233870724446,2.156240776597789,0.26358046258030954,0.25966416703754835,0.04733018846859602,3.6031036443535595e-05,4.672634496532279e-05,3.945110878173985e-06,2.514499116279943,2.495149619849239,3.190218192515798,3.0518991474681814,0.49924022316932676,0.17335319347679615,0.9999999958276748,0.01617180582448342,-0.0063607815520390475,-9.34116542339325e-11,0.04,0.03856102417903272,,,,,,,,,,,,,,,,,,,,
10,0.478,,,,,,,,,,,,,,,,,,,,,,,,-0.00031909048557281493,0.5781834363937378,0.9942199349403381,0.05333333333333333,,,,,,,,,,,,,,,,
11,0.514,2.010772059011495,1.9888107263454176,0.08,1.4257608868461793,2.2236652836545696,0.31044998027392157,0.24163639861051947,0.04307110602518399,3.7527105356354644e-05,4.842915363743004e-05,4.820960513128465e-06,2.5168394769165876,2.5068186213560257,3.572813197212649,3.253875119135513,0.4951816624403,0.18556456366553903,0.9999999883957207,0.01667748962740927,-0.005962048380962345,-6.621703505516052e-11,0.08,0.04021544118022989,,,,,,,,,,,,,,,,,,,,
11,0.519,,,,,,,,,,,,,,,,,,,,,,,,0.03130002226680517,0.5860031247138977,0.984595251083374,0.047619047619047616,,,,,,,,,,,,,,,,
12,0.55,1.9680258126154457,1.9872118868277273,0.1,1.4685337134515648,2.258745620043577,0.32474409303304463,0.25637553905665816,0.04965822720147134,4.761565803450147e-05,6.203878578016676e-05,4.346274797505631e-06,2.4929638748482947,2.5044761453743094,2.660908213456665,3.7721956750020462,0.49200031995773313,0.2025193398911506,1.0000000046100468,0.016940592150326828,-0.007080075805397884,-9.262003004550934e-11,0.1,0.03936051625230892,,,,,,,,,,,,,,,,,,,,
12,0.554,,,,,,,,,,,,,,,,,,,,,,,,-0.038385982438921926,0.5817539095878601,0.992135202884674,0.045714285714285714,,,,,,,,,,,,,,,,
13,0.59,1.8152096096414017,1.974926009885847,0.04,1.512589724855112,2.14942971870999,0.24714229473175084,0.2770745671076535,0.05322676988569015,2.9460735930044724e-05,3.787464742785016e-05,4.2190014366284115e-06,2.494829526616514,2.479996372887646,3.939213217949944,3.276246692511974,0.49159025549888613,0.16046623472124338,0.9999999998509884,0.016120722890324922,-0.007816530603526448,-9.39704477787018e-11,0.04,0.03630419219282803,,,,,,,,,,,,,,,,,,,,
13,0.595,,,,,,,,,,,,,,,,,,,,,,,,0.03401296567171812,0.591920280456543,0.9957164049148559,0.06857142857142857,,,,,,,,,,,,,,,,
14,0.631,1.751955594956624,1.9600613155572322,0.08,1.5579674166007653,2.065742256230159,0.2538370883114651,0.2815206821091469,0.052585012378111654,3.416276776473402e-05,4.457964311883849e-05,2.912141702420585e-06,2.4858717287671617,2.476248985658216,2.8862354548384723,2.9068045358607724,0.4832001960277557,0.17617431823164226,0.9999999995715916,0.015493066921726195,-0.007953954940451058,-8.214265108108522e-11,0.08,0.03503911189913249,,,,,,,,,,,,,,,,,,,,
14,0.636,,,,,,,,,,,,,,,,,,,,,,,,0.012750724516808986,0.5757901310920716,0.9788053154945373,0.03428571428571428,,,,,,,,,,,,,,,,
15,0.665,1.8626107380614283,1.9539706544637445,0.08,1.6047064390987884,2.174469064696207,0.2822989458911809,0.25680334505672675,0.04850103436806039,2.687194865356377e-05,3.4470086094863206e-05,4.077536329665453e-06,2.5017973249831367,2.485509560847523,2.73925920104557,3.3832233992249687,0.5008306431770325,0.1769965078495443,0.9999999995250255,0.01630851798522155,-0.007556303121687199,-1.0230578482151033e-10,0.08,0.03725221476122857,,,,,,,,,,,,,,,,,,,,
15,0.675,,,,,,,,,,,,,,,,,,,,,,,,0.0336649464443326,0.5818846225738525,0.9917914271354675,0.05523809523809524,,,,,,,,,,,,,,,,
16,0.709,2.049786719727707,1.9596068935969186,0.12,1.652847632271752,2.16903226051574,0.3543703246262232,0.21296058115298475,0.0375271593413821,3.532532609279961e-05,4.58159324956173e-05,3.85350688434656e-06,2.474929058533082,2.528343621854237,3.0023469110633436,3.072321899745258,0.5047750240564346,0.22211232705041767,1.0000000163726508,0.01626774195386805,-0.006022007423620211,-1.3569369912147524e-10,0.12,0.04099573439455414,,,,,,,,,,,,,,,,,,,,
16,0.714,,,,,,,,,,,,,,,,,,,,,,,,0.061699990462511775,0.5703438282012939,0.99148108959198,0.05714285714285714,,,,,,,,,,,,,,,,
17,0.747,1.756183384622937,1.9483055875428086,0.0,1.7024330612399046,2.1682814764910194,0.2597719012833096,0.26217190352538317,0.04923892050225173,4.879482783829824e-05,6.374413680377655e-05,3.946900941863317e-06,2.512040484759186,2.4924562381288196,3.257207824308632,2.7249214639274597,0.4904329025745392,0.16865561136975885,0.999999992698431,0.01626211107368265,-0.00813844331677638,-6.444752216339111e-11,0.0,0.03512366769245875,,,,,,,,,,,,,,,,,,,,
17,0.753,,,,,,,,,,,,,,,,,,,,,,,,-0.021009400114417077,0.566165542602539,0.992924964427948,0.05333333333333333,,,,,,,,,,,,,,,,
18,0.784,1.7116045989162303,1.9358476407729888,0.04,1.7535060530771018,2.1486799393826557,0.24567990422097372,0.287964104077148,0.05658376652552338,3.682732962240642e-05,4.797180090399845e-05,3.3939157776303714e-06,2.5071650392151796,2.5095516568323415,2.9837061293068268,2.9137781520087627,0.5106944197416305,0.1698143699578941,0.9999999988358468,0.016115099545369917,-0.00963300748625308,-8.079223334789277e-11,0.04,0.03423209197832461,,,,,,,,,,,,,,,,,,,,
18,0.791,,,,,,,,,,,,,,,,,,,,,,,,0.02276286420528777,0.5970223546028137,0.9951128244400025,0.07238095238095237,,,,,,,,,,,,,,,,
19,0.825,1.81976279011556,1.9300433982401173,0.06,1.806111234669415,2.1538636321542333,0.30586560347047426,0.2477276600893899,0.04709833375729762,2.681406939027687e-05,3.469507552110029e-05,3.1710509978066303e-06,2.5493319730301254,2.4904903483657845,3.289001693211704,3.5259482480355326,0.5013976234197617,0.20789569782093167,1.0000000031478704,0.01615397724115675,-0.008258721333326698,-1.0551884770393373e-10,0.06,0.036395255802311205,,,,,,,,,,,,,,,,,,,,
19,0.829,,,,,,,,,,,,,,,,,,,,,,,,-0.02700255550444126,0.5460039734840393,0.9909562706947327,0.045714285714285714,,,,,,,,,,,,,,,,
20,0.866,1.7079472491016658,1.9160741985937964,0.02,1.8602945717094976,2.0751951839931366,0.2239865159629262,0.27167530118801037,0.053457498230107314,4.4147687698253e-05,5.775258789311407e-05,3.332987113669804e-06,2.497050982078592,2.5180169288042515,2.7863339834110845,3.022699615433919,0.5051375740766525,0.15243085691705346,1.0000000000931322,0.015563963879948526,-0.009655018813071719,-8.48434865474701e-11,0.02,0.034158944982033326,,,,,,,,,,,,,,,,,,,,
20,0.871,,,,,,,,,,,,,,,,,,,,,,,,0.006475304439663887,0.5830536603927612,0.9930149435997009,0.05904761904761905,,,,,,,,,,,,,,,,
21,0.904,1.7973665592954953,1.9144849966050057,0.08,1.9161034088607827,2.1483640967643125,0.23465642719603882,0.256590158447027,0.04926853839840499,5.0212533246672174e-05,6.595825545975949e-05,2.9753666074102405e-06,2.5277216344268494,2.521805440988198,3.0420329585437442,2.969314611241607,0.5125526338815689,0.17460457375273108,1.0000000009685754,0.016112730725732348,-0.009165399453861375,-8.596107363700867e-11,0.08,0.0359473311859099,,,,,,,,,,,,,,,,,,,,
21,0.908,,,,,,,,,,,,,,,,,,,,,,,,-0.02380996383726597,0.5873545050621033,0.9876196503639221,0.06285714285714286,,,,,,,,,,,,,,,,
22,0.94,1.5414161601266743,1.8933855348050617,0.02,1.9735865111266062,2.0352943607620992,0.2949815872796597,0.28297377092622483,0.0518572451644224,3.0210268736382614e-05,3.936899515683158e-05,2.734089475035691e-06,2.497295805727953,2.4733804349201196,3.031418446999706,3.046856109130253,0.5003802233934402,0.2142819310352206,0.9999999994412064,0.015264707705715742,-0.00993638442336791,-7.981434464454653e-11,0.02,0.030828323202533484,,,,,,,,,,,,,,,,,,,,
22,0.945,,,,,,,,,,,,,,,,,,,,,,,,0.02317220587283373,0.575558876991272,0.9918965458869934,0.04380952380952381,,,,,,,,,,,,,,,,
23,0.981,1.6996795531258504,1.8755885678055282,0.02,2.0327941064604045,2.0929232433031926,0.2586878565787935,0.24947464923951088,0.04536580029148893,3.683858854308759e-05,4.8037534959866926e-05,3.2417492927495906e-06,2.510868213294062,2.5189947149975005,2.994055732023219,3.238229436777942,0.5039069378376007,0.18029021503403783,1.000000009778887,0.015696924324773945,-0.008953333152174604,-1.1008232831954959e-10,0.02,0.033993591062517016,,,,,,,,,,,,,,,,,,,,
23,0.987,,,,,,,,,,,,,,,,,,,,,,,,0.022538811527192594,0.5805796146392822,0.9941314220428467,0.06095238095238096,,,,,,,,,,,,,,,,
24,1.016,1.6817587458014298,1.8623742504861418,0.06,2.0937779296542165,2.109694921481994,0.26983023242786425,0.2647571263565262,0.050115931061110064,4.018525369815723e-05,5.239328349978633e-05,3.5611642932699768e-06,2.490252294089812,2.490461979909387,3.219649930733846,3.2120500156280354,0.4970068562030792,0.17941168608143926,0.999999993685633,0.015822711911114958,-0.010187536930080043,-6.50063157081604e-11,0.06,0.0336351749160286,,,,,,,,,,,,,,,,,,,,
24,1.025,,,,,,,,,,,,,,,,,,,,,,,,0.008477601688355207,0.570854651927948,0.9880797266960144,0.04380952380952381,,,,,,,,,,,,,,,,
25,1.057,1.7494861813661713,1.8463037692641884,0.06,2.1565912675438432,2.048951697481134,0.33169891659290834,0.24968846074264722,0.04478705140168878,2.4895442770654618e-05,3.228323292141546e-05,2.7320723183721086e-06,2.514064366753359,2.5064131900182365,2.909251270630004,2.9593456955532225,0.4940956991910934,0.2435611892864108,1.0000000172667205,0.015367137731108508,-0.009377413975914491,-1.2787058949470523e-10,0.06,0.03498972362732342,,,,,,,,,,,,,,,,,,,,
25,1.063,,,,,,,,,,,,,,,,,,,,,,,,-0.012841484136879444,0.5830613374710083,0.9902605056762696,0.05333333333333333,,,,,,,,,,,,,,,,
26,1.099,1.6003673865886963,1.8204713468296991,0.02,2.2212890055701586,2.065107414192364,0.24930288263689498,0.27453769165011765,0.04859964856924166,3.290966981091962e-05,4.2909352994080755e-05,2.910620261436207e-06,2.4735432245407254,2.4937437104725904,3.818393109395877,2.8698176313859727,0.49830339312553407,0.17942549953237175,1.0000000060349703,0.015488305606442732,-0.010480957771012621,-1.0365620255470278e-10,0.02,0.03200734773177391,,,,,,,,,,,,,,,,,,,,
26,1.11,,,,,,,,,,,,,,,,,,,,,,,,0.01582229807972908,0.5944833278656005,0.9928486585617066,0.05523809523809524,,,,,,,,,,,,,,,,
27,1.146,1.6032063973442607,1.8003877589702664,0.04,2.2879276757372633,2.187310643150307,0.2726298979945235,0.2794292510787051,0.0533055435221046,3.646854094735181e-05,4.742419452383055e-05,3.601580217915593e-06,2.5194348355489256,2.484267151825034,3.3123058822480753,3.7799560608860236,0.5060814380645752,0.1797228723950684,1.0000000047869981,0.0164048298236273,-0.011840701776159257,-1.005828380584717e-10,0.04,0.032064127946885214,,,,,,,,,,,,,,,,,,,,
27,1.151,,,,,,,,,,,,,,,,,,,,,,,,0.003539309650659561,0.5756464838981629,0.9930037021636963,0.06285714285714286,,,,,,,,,,,,,,,,
28,1.183,1.6412561789189826,1.783096509650873,0.0,2.3565655060093813,2.1044193408891743,0.2533638387937409,0.2562152374531431,0.048987656004782554,6.056529536570731e-05,7.9544898831358e-05,3.6264849687552836e-06,2.511732842438634,2.5297885408403316,3.3635479870254006,2.9512528849089414,0.49471786856651306,0.17366985231637955,0.9999999977834523,0.01578314505666881,-0.011208021394283878,-8.400529623031618e-11,0.0,0.03282512357837964,,,,,,,,,,,,,,,,,,,,
28,1.188,,,,,,,,,,,,,,,,,,,,,,,,0.009438794851303101,0.5689529538154602,0.9850037574768067,0.032380952380952385,,,,,,,,,,,,,,,,
29,1.219,1.9404444301030659,1.7818445679196375,0.16,2.4272624711896627,2.3137328658691585,0.38771397908173083,0.2159916118959293,0.039439208238272176,2.9486090167128374e-05,3.799460737521182e-05,3.960538542878035e-06,2.508545430667592,2.498479506857752,2.81583690698703,3.362253480250682,0.5047375190258027,0.23962496772408484,1.0000000081863254,0.01735299649401869,-0.009294107771863324,-1.20094045996666e-10,0.16,0.038808888602061324,,,,,,,,,,,,,,,,,,,,
29,1.228,,,,,,,,,,,,,,,,,,,,,,,,-0.05180999413132668,0.586439597606659,0.9926358103752136,0.05904761904761905,,,,,,,,,,,,,,,,
30,1.262,1.5569845330314418,1.7632912341236282,0.04,2.5000803453253524,2.080173143904092,0.2775847500800333,0.2524791299936104,0.04516037288155991,5.028208524002873e-05,6.591858419353341e-05,3.3725883795147216e-06,2.495636636599634,2.507787976374964,3.7302575954728674,3.301506467654656,0.5038339251279831,0.19138623237609864,1.0000000051502138,0.015601298579280687,-0.010961607828034176,-9.061768651008606e-11,0.04,0.031139690660628827,,,,,,,,,,,,,,,,,,,,
30,1.267,,,,,,,,,,,,,,,,,,,,,,,,-0.023383807763457297,0.567357349395752,0.9923779368400574,0.059047619047619036,,,,,,,,,,,,,,,,
31,1.301,1.5858723368967125,1.742046248017889,0.04,2.5750827556851132,2.0510017853925606,0.2710499739898038,0.25907436757775754,0.05065863829808343,3.6959447024497744e-05,4.8245533710832503e-05,3.10118696549345e-06,2.496815038219694,2.4657553206940217,3.115062167155595,3.581239433430412,0.49466963946819303,0.19208662662655115,0.9999999935366213,0.01538251339044421,-0.012665066592998455,-5.951151251792909e-11,0.04,0.03171744673793424,,,,,,,,,,,,,,,,,,,,
31,1.305,,,,,,,,,,,,,,,,,,,,,,,,0.010250825062394142,0.5775188088417054,0.9862967491149902,0.043809523809523805,,,,,,,,,,,,,,,,
32,1.337,1.5749278037727596,1.7223913475757548,0.02,2.6523352383556666,2.0944270921697434,0.2424954057035722,0.2671990503541441,0.052268793987739974,4.7289815815033266e-05,6.20802503427469e-05,2.9185122318923785e-06,2.51736374684184,2.492186961271263,3.1302657792691435,3.0418683339371255,0.5005152517557144,0.18276985459029674,1.0000000081583857,0.015708203191273074,-0.013459647005828695,-1.0998919606208802e-10,0.02,0.031498556075455195,,,,,,,,,,,,,,,,,,,,
32,1.344,,,,,,,,,,,,,,,,,,,,,,,,-0.004892205074429512,0.5793944954872131,0.9939629197120666,0.04571428571428572,,,,,,,,,,,,,,,,
33,1.378,1.5970268050406353,1.7114822073457165,0.06,2.7319052955063365,2.1081043642408015,0.3065081941380104,0.2615317274427551,0.050409338670354194,5.446978769388368e-05,7.162937616183373e-05,2.9910222900335484e-06,2.513108101865047,2.5197325474499848,3.6525272274871194,3.4511640527450647,0.5077526974678039,0.22127128491178155,1.00000000692904,0.015810782731806014,-0.013370246529758543,-1.0123476386070252e-10,0.06,0.031940536100812704,,,,,,,,,,,,,,,,,,,,
33,1.383,,,,,,,,,,,,,,,,,,,,,,,,0.023797165602445602,0.5511065006256104,0.9900420904159546,0.0419047619047619,,,,,,,,,,,,,,,,
34,1.415,1.5025576852924971,1.69901231186251,0.06,2.8138624543715265,2.1147499330359163,0.2646829912524119,0.2769026877544287,0.0542093121080415,3.9497912891821515e-05,5.151120247563151e-05,3.458044140391526e-06,2.525302633543426,2.53690299673803,3.4512270971710204,2.927108092579543,0.5101871192455292,0.17961807925254106,1.000000005904585,0.015860624497769375,-0.01480947068137144,-1.1054798960685731e-10,0.06,0.030051153705849945,,,,,,,,,,,,,,,,,,,,
34,1.419,,,,,,,,,,,,,,,,,,,,,,,,0.023793053114786744,0.5655569911003113,0.9799695491790772,0.036190476190476197,,,,,,,,,,,,,,,,
35,1.455,1.6105763929884866,1.6864105946088628,0.08,2.8982783280026725,2.1926516191942174,0.3525392211833459,0.2465103478880219,0.04525224453044376,2.2915637835711074e-05,2.928969446220529e-05,3.793467956228411e-06,2.511867431086581,2.509590360855841,2.93797644250701,3.397777857162905,0.512113396525383,0.22021629199385642,1.0000000008568168,0.01644488714395663,-0.012733359186025498,-9.816139936447144e-11,0.08,0.03221152785976974,,,,,,,,,,,,,,,,,,,,
35,1.458,,,,,,,,,,,,,,,,,,,,,,,,-0.03286241851747036,0.5718693375587464,0.982637882232666,0.04380952380952381,,,,,,,,,,,,,,,,
36,1.493,1.4223310377351426,1.655037810509235,0.06,2.9852266778427525,2.1512051253208146,0.2760337053210241,0.27848131707636875,0.055851839540901886,3.629271585655186e-05,4.728306012701748e-05,3.3216830451550194e-06,2.5083817628296923,2.5507671290804663,3.104610899981413,3.3021500212439507,0.5052050232887269,0.18942219636403024,0.9999999981094152,0.016134038439906108,-0.01618741761204787,-7.315538823604586e-11,0.06,0.02844662075470285,,,,,,,,,,,,,,,,,,,,
36,1.499,,,,,,,,,,,,,,,,,,,,,,,,0.018013638257980347,0.5784272074699401,0.9898452162742615,0.04380952380952381,,,,,,,,,,,,,,,,
37,1.53,1.5962622601631544,1.6470417542862457,0.1,3.074783478178035,2.1836756525123286,0.3323482404640511,0.24897889293563982,0.04757535566689386,3.09508753619485e-05,3.995123476034893e-05,3.949797166747231e-06,2.5180360775747106,2.4946739843669796,3.114510373029923,3.006234117510795,0.5022332239151001,0.2114096688479185,1.000000004954636,0.016377567393842465,-0.014202322094466893,-9.61124897003174e-11,0.1,0.031925245203263085,,,,,,,,,,,,,,,,,,,,
37,1.535,,,,,,,,,,,,,,,,,,,,,,,,0.0011248532682657242,0.5636276960372925,0.9887497901916504,0.05714285714285714,,,,,,,,,,,,,,,,
38,1.57,1.3500327142297648,1.628963160051922,0.04,3.1670269825233763,2.06442386109646,0.2482478028890297,0.278380998939685,0.05360548062010107,3.1230817368212675e-05,4.060430920165607e-05,3.1103418678824885e-06,2.4887938784905104,2.506644951583531,2.580726338699988,3.2349539011426582,0.5016792744398118,0.17893083922564984,0.9999999976716936,0.015483178958223452,-0.016482524615047966,-5.85801899433136e-11,0.04,0.0270006542845953,,,,,,,,,,,,,,,,,,,,
38,1.574,,,,,,,,,,,,,,,,,,,,,,,,0.028952311351895334,0.5927015900611877,0.9969570636749268,0.05904761904761905,,,,,,,,,,,,,,,,
39,1.611,1.3068128992808712,1.6033156655101881,0.04,3.2620377919990777,2.1529964706439095,0.24888602668024926,0.2898868629278126,0.05529228375939902,2.2221642820275508e-05,2.8357499600731505e-05,3.8140724789074954e-06,2.5057967166458948,2.4554945345112573,3.059646516595831,3.1326371222177722,0.5039804559946061,0.17135800613090396,1.0000000010523946,0.016147473529829325,-0.01751121545913558,-8.507631719112398e-11,0.04,0.026136257985617427,,,,,,,,,,,,,,,,,,,,
39,1.615,,,,,,,,,,,,,,,,,,,,,,,,0.028979916498064993,0.5746882915496826,0.9872390151023864,0.05904761904761905,,,,,,,,,,,,,,,,
40,1.648,1.5276099525520288,1.5942988006827064,0.08,3.35989892575905,2.264379501548175,0.37796783478454693,0.2537300825389463,0.049602880637678565,4.963946295324969e-05,6.489523850085475e-05,3.8721363104345046e-06,2.521606396321671,2.502881264780831,3.270568201962222,3.3576456621723576,0.5053107452392578,0.2282082561030984,1.0000000009685754,0.016982846261611312,-0.016180647123212676,-8.735805749893189e-11,0.08,0.030552199051040577,,,,,,,,,,,,,,,,,,,,
40,1.653,,,,,,,,,,,,,,,,,,,,,,,,-0.0003915752749890089,0.5708569526672364,0.9957425475120545,0.047619047619047616,,,,,,,,,,,,,,,,
41,1.687,1.4934646390075839,1.5791037046683107,0.06,3.4606958935318217,2.206198300951234,0.3548244439198915,0.25096431288815113,0.04740379028112609,3.3161855603486284e-05,4.2826785906452695e-05,4.167064694587069e-06,2.5090509569699937,2.488819014385701,3.3653536500690957,3.1326924246456986,0.5003645557165146,0.20972847905009984,1.0000000006519258,0.016546487257134253,-0.015927194404246284,-7.273629307746889e-11,0.06,0.029869292780151678,,,,,,,,,,,,,,,,,,,,
41,1.689,,,,,,,,,,,,,,,,,,,,,,,,-0.008178502647206187,0.5696840882301331,0.9883998036384583,0.051428571428571435,,,,,,,,,,,,,,,,
